"id"	"hs92"	"name"
"01030377"	"030377"	"Sea bass, frozen, whole"
"01030378"	"030378"	"Hake, frozen, whole"
"01030379"	"030379"	"Fish nes, frozen, whole"
"01030380"	"030380"	"Fish livers and roes, frozen"
"010304"	"0304"	"Fish Fillets"
"01030410"	"030410"	"Fish fillet or meat, fresh or chilled, not liver, roe"
"01030420"	"030420"	"Fish fillets, frozen"
"01030490"	"030490"	"Fish meat & mince, except liver, roe & fillets, froze"
"010305"	"0305"	"Processed Fish"
"01030510"	"030510"	"Flours, meals & pellets of fish for human consumption"
"01030520"	"030520"	"Livers and roes, dried, smoked, salted or in brine"
"01030530"	"030530"	"Fish fillets, dried, salted or in brine, not smoked"
"01030541"	"030541"	"Salmon, smoked, including fillets"
"01030542"	"030542"	"Herrings, smoked, including fillets"
"01030549"	"030549"	"Smoked fish & fillets other than herrings or salmon"
"01030551"	"030551"	"Cod dried, whether or not salted but not smoked"
"01030559"	"030559"	"Dried fish, other than cod, not smoked"
"01030561"	"030561"	"Herrings, salted or in brine, not dried or smoked"
"01030562"	"030562"	"Cod, salted or in brine, not dried or smoked"
"01030563"	"030563"	"Anchovies, salted or in brine, not dried or smoked"
"01030569"	"030569"	"Fish nes, salted or in brine, not dried or smoked"
"010306"	"0306"	"Crustaceans"
"01030611"	"030611"	"Rock lobster and other sea crawfish, frozen"
"01030612"	"030612"	"Lobsters (Homarus) frozen"
"01030613"	"030613"	"Shrimps and prawns, frozen"
"01030614"	"030614"	"Crabs, frozen"
"01030619"	"030619"	"Crustaceans nes, frozen,"
"01030621"	"030621"	"Rock lobster and other sea crawfish not frozen"
"01030622"	"030622"	"Lobsters (Homarus), not frozen"
"01030623"	"030623"	"Shrimps and prawns, not frozen"
"01030624"	"030624"	"Crabs, not frozen"
"01030629"	"030629"	"Crustaceans nes, not frozen"
"010307"	"0307"	"Molluscs"
"01030710"	"030710"	"Oysters"
"01030721"	"030721"	"Scallops, live, fresh or chilled"
"01030729"	"030729"	"Scallops other than live, fresh or chilled"
"01030731"	"030731"	"Mussels, shelled or not, live, fresh or chilled"
"01030739"	"030739"	"Mussels, frozen, dried, salted or in brine"
"01030741"	"030741"	"Cuttle fish, squid, live, fresh or chilled"
"01030749"	"030749"	"Cuttle fish, squid, frozen, dried, salted or in brine"
"01030751"	"030751"	"Octopus, live, fresh or chilled"
"01030759"	"030759"	"Octopus, frozen, dried, salted or in brine"
"01030760"	"030760"	"Snails, edible (except sea snails)"
"01030791"	"030791"	"Aquatic invertebrates nes, fresh or chilled, live"
"01030799"	"030799"	"Aquatic invertebrates nes, frozen or preserved"
"010401"	"0401"	"Milk"
"01040110"	"040110"	"Milk not concentrated nor sweetened < 1% fat"
"01040120"	"040120"	"Milk not concentrated nor sweetened 1-6% fat"
"01040130"	"040130"	"Milk and cream not concentrated nor sweetened < 6% fa"
"010402"	"0402"	"Concentrated Milk"
"01040210"	"040210"	"Milk powder < 1.5% fat"
"01040221"	"040221"	"Milk and cream powder unsweetened < 1.5% fat"
"01040229"	"040229"	"Milk and cream powder sweetened < 1.5% fat"
"01040291"	"040291"	"Milk and cream unsweetened, concentrated"
"01040299"	"040299"	"Milk and cream nes sweetened or concentrated"
"010403"	"0403"	"Fermented Milk Products"
"01040310"	"040310"	"Yogurt"
"01040390"	"040390"	"Buttermilk, curdled milk, cream, kephir, etc."
"010404"	"0404"	"Whey"
"01040410"	"040410"	"Whey"
"01040490"	"040490"	"Natural milk products nes"
"010405"	"0405"	"Butter"
"01040500"	"040500"	"Butter and other fats and oils derived from milk"
"010406"	"0406"	"Cheese"
"01040610"	"040610"	"Fresh cheese, unfermented whey cheese, curd"
"01040620"	"040620"	"Cheese, grated or powdered, of all kinds"
"01040630"	"040630"	"Cheese processed, not grated or powdered"
"01040640"	"040640"	"Cheese, blue-veined"
"01040690"	"040690"	"Cheese except fresh, grated, processed or blue-veined"
"010407"	"0407"	"Eggs"
"01040700"	"040700"	"Birds eggs, in shell, fresh, preserved or cooked"
"010408"	"0408"	"Processed Egg Products"
"01040811"	"040811"	"Egg yolks dried"
"01040819"	"040819"	"Egg yolks except dried"
"01040891"	"040891"	"Eggs, bird, not in shell, dried"
"01040899"	"040899"	"Eggs, bird, not in shell not dried"
"010409"	"0409"	"Honey"
"01040900"	"040900"	"Honey, natural"
"010410"	"0410"	"Other Edible Animal Products"
"01041000"	"041000"	"Edible products of animal origin nes"
"010501"	"0501"	"Human Hair"
"01050100"	"050100"	"Hair, human, unworked, waste of human hair"
"010502"	"0502"	"Pig Hair"
"01050210"	"050210"	"Bristles, hair & waste thereof of pigs, hogs or boars"
"01050290"	"050290"	"Hair & waste of badger and of other brush making hair"
"010503"	"0503"	"Horse Hair"
"01050300"	"050300"	"Horsehair, waste"
"010504"	"0504"	"Animal Organs"
"01050400"	"050400"	"Guts, bladders and stomachs of animals except fish"
"010505"	"0505"	"Bird Feathers and Skins"
"01050510"	"050510"	"Feathers and down used for stuffing"
"01050590"	"050590"	"Feathers, down, etc. of birds, except for stuffing"
"010506"	"0506"	"Processed Bones"
"01050610"	"050610"	"Ossein and bones treated with acid"
"01050690"	"050690"	"Bones and horn-cores unworked or simply worked nes"
"010507"	"0507"	"Raw Bones"
"01050710"	"050710"	"Ivory, unworked or simply prepared, powder and waste"
"01050790"	"050790"	"Whalebone, horns, etc unworked or simply prepared nes"
"010508"	"0508"	"Coral and Shells"
"01050800"	"050800"	"Coral,seashell,cuttle bone,etc, unworked,powder,waste"
"010509"	"0509"	"Sponges"
"01050900"	"050900"	"Sponges, natural, of animal origin"
"010510"	"0510"	"Pharmaceutical Animal Products"
"01051000"	"051000"	"Ambergris, civet, musk, etc for pharmaceutical use"
"010511"	"0511"	"Other Inedible Animal Products"
"01051110"	"051110"	"Semen bovine"
"01051191"	"051191"	"Fish, shellfish and crustaceans (non-food)"
"01051199"	"051199"	"Animal products and domestic animal carcass (non-food"
"020601"	"0601"	"Bulbs and Roots"
"02060110"	"060110"	"Bulbs, tubers, corms, crowns and rhizomes, dormant"
"02060120"	"060120"	"Bulbs, tubers, corms etc in growth, chicory plants"
"020602"	"0602"	"Other Live Plants"
"02060210"	"060210"	"Cuttings and slips, not rooted"
"02060220"	"060220"	"Trees, edible fruit or nut, shrubs and bushes"
"02060230"	"060230"	"Rhododendrons and azaleas"
"02060240"	"060240"	"Roses"
"02060291"	"060291"	"Mushroom spawn"
"02060299"	"060299"	"Plants, live (including their roots),nes"
"020603"	"0603"	"Cut Flowers"
"02060310"	"060310"	"Cut flowers and flower buds for bouquets, etc., fresh"
"02060390"	"060390"	"Cut flowers and flower buds for bouquets, dried, etc."
"020604"	"0604"	"Foliage"
"02060410"	"060410"	"Mosses and lichens for bouquets, ornamental purposes"
"02060491"	"060491"	"Foliage,branches, for bouquets, etc. - fresh"
"02060499"	"060499"	"Foliage,branches, for bouquets, etc. - except fresh"
"020701"	"0701"	"Potatoes"
"02070110"	"070110"	"Potatoes seed, fresh or chilled"
"02070190"	"070190"	"Potatoes, fresh or chilled except seed"
"020702"	"0702"	"Tomatoes"
"02070200"	"070200"	"Tomatoes, fresh or chilled"
"020703"	"0703"	"Onions"
"02070310"	"070310"	"Onions and shallots, fresh or chilled"
"02070320"	"070320"	"Garlic, fresh or chilled"
"02070390"	"070390"	"Leeks & other alliaceous vegetables, fresh or chilled"
"020704"	"0704"	"Cabbages"
"02070410"	"070410"	"Cauliflowers and headed broccoli, fresh or chilled"
"02070420"	"070420"	"Brussels sprouts, fresh or chilled"
"02070490"	"070490"	"Edible brassicas nes, fresh or chilled"
"020705"	"0705"	"Lettuce"
"02070511"	"070511"	"Cabbage lettuce (head lettuce) fresh or chilled"
"02070519"	"070519"	"Lettuce, fresh or chilled except cabbage lettuce"
"02070521"	"070521"	"Witloof chicory, fresh or chilled"
"02070529"	"070529"	"Chicory, fresh or chilled, except witloof"
"020706"	"0706"	"Root Vegetables"
"02070610"	"070610"	"Carrots and turnips, fresh or chilled"
"02070690"	"070690"	"Beetroot,salsify,celeriac,radishes etc. fresh, chille"
"020707"	"0707"	"Cucumbers"
"02070700"	"070700"	"Cucumbers and gherkins, fresh or chilled"
"020708"	"0708"	"Legumes"
"02070810"	"070810"	"Peas, shelled or unshelled, fresh or chilled"
"02070820"	"070820"	"Beans, shelled or unshelled, fresh or chilled"
"02070890"	"070890"	"Legumes except peas & beans, fresh or chilled"
"020709"	"0709"	"Other Vegetables"
"02070910"	"070910"	"Globe artichokes, fresh or chilled"
"02070920"	"070920"	"Asparagus, fresh or chilled"
"02070930"	"070930"	"Aubergines(egg-plants), fresh or chilled"
"02070940"	"070940"	"Celery, other than celeriac, fresh or chilled"
"02070951"	"070951"	"Mushrooms, fresh or chilled"
"02070952"	"070952"	"Truffles, fresh or chilled"
"02070960"	"070960"	"Peppers (Capsicum, Pimenta) fresh or chilled"
"02070970"	"070970"	"Spinach fresh or chilled"
"02070990"	"070990"	"Vegetables, fresh or chilled nes"
"020710"	"0710"	"Frozen Vegetables"
"02071010"	"071010"	"Potatoes, frozen, uncooked steamed or boiled"
"02071021"	"071021"	"Peas, frozen, uncooked steamed or boiled"
"02071022"	"071022"	"Beans, frozen, uncooked steamed or boiled"
"02071029"	"071029"	"Legumes, except peas and beans, frozen"
"02071030"	"071030"	"Spinach, frozen, uncooked steamed or boiled"
"02071040"	"071040"	"Sweet corn, frozen, uncooked steamed or boiled"
"02071080"	"071080"	"Vegetables, frozen nes, uncooked steamed or boiled"
"02071090"	"071090"	"Frozen vegetable mixtures, uncooked, boiled or steame"
"020711"	"0711"	"Preserved Vegetables"
"02071110"	"071110"	"Onions, provisionally preserved"
"02071120"	"071120"	"Olives, provisionally preserved"
"02071130"	"071130"	"Capers, provisionally preserved"
"02071140"	"071140"	"Cucumbers and gherkins provisionally preserved"
"02071190"	"071190"	"Vegetables nes and mixtures provisionally preserved"
"020712"	"0712"	"Dried Vegetables"
"02071210"	"071210"	"Potatoes, dried, not further prepared"
"02071220"	"071220"	"Onions, dried, not further prepared"
"02071230"	"071230"	"Mushrooms and truffles, dried, not further prepared"
"02071290"	"071290"	"Vegetables nes & mixtures, dried, not further prepare"
"020713"	"0713"	"Dried Legumes"
"02071310"	"071310"	"Peas dried, shelled"
"02071320"	"071320"	"Chickpeas, dried, shelled"
"02071331"	"071331"	"Urd,mung,black or green gram beans dried shelled"
"02071332"	"071332"	"Beans, small red (Adzuki) dried, shelled"
"02071333"	"071333"	"Kidney beans and white pea beans dried shelled"
"02071339"	"071339"	"Beans dried, shelled, nes"
"02071340"	"071340"	"Lentils dried, shelled"
"02071350"	"071350"	"Broad beans and horse beans dried, shelled"
"02071390"	"071390"	"Leguminous vegetables dried, shelled"
"020714"	"0714"	"Cassava"
"02071410"	"071410"	"Manioc (cassava), fresh or dried"
"02071420"	"071420"	"Sweet potatoes, fresh or dried"
"02071490"	"071490"	"Arrowroot, salep, etc fresh or dried and sago pith"
"020801"	"0801"	"Coconuts, Brazil Nuts, and Cashews"
"02080110"	"080110"	"Coconuts, fresh or dried"
"02080120"	"080120"	"Brazil nuts, fresh or dried"
"02080130"	"080130"	"Cashew nuts, fresh or dried"
"020802"	"0802"	"Other Nuts"
"02080211"	"080211"	"Almonds in shell fresh or dried"
"02080212"	"080212"	"Almonds,fresh or dried, shelled"
"02080221"	"080221"	"Hazelnuts and filberts in shell fresh or dried"
"02080222"	"080222"	"Hazelnuts and filberts, fresh or dried, shelled"
"02080231"	"080231"	"Walnuts in shell, fresh or dried"
"02080232"	"080232"	"Walnuts, fresh or dried, shelled"
"02080240"	"080240"	"Chestnuts, fresh or dried"
"02080250"	"080250"	"Pistachios, fresh or dried"
"02080290"	"080290"	"Nuts edible, fresh or dried, nes"
"020803"	"0803"	"Bananas"
"02080300"	"080300"	"Bananas, including plantains, fresh or dried"
"020804"	"0804"	"Tropical Fruits"
"02080410"	"080410"	"Dates, fresh or dried"
"02080420"	"080420"	"Figs, fresh or dried"
"02080430"	"080430"	"Pineapples, fresh or dried"
"02080440"	"080440"	"Avocados, fresh or dried"
"02080450"	"080450"	"Guavas, mangoes and mangosteens, fresh or dried"
"020805"	"0805"	"Citrus"
"02080510"	"080510"	"Oranges, fresh or dried"
"02080520"	"080520"	"Mandarin, clementine & citrus hybrids, fresh or dried"
"02080530"	"080530"	"Lemons and limes, fresh or dried"
"02080540"	"080540"	"Grapefruit, fresh or dried"
"02080590"	"080590"	"Citrus fruits, fresh or dried, nes"
"020806"	"0806"	"Grapes"
"02080610"	"080610"	"Grapes, fresh"
"02080620"	"080620"	"Grapes, dried"
"020807"	"0807"	"Melons"
"02080710"	"080710"	"Melons (including watermelons), fresh"
"02080720"	"080720"	"Papaws (papayas), fresh"
"020808"	"0808"	"Apples and Pears"
"02080810"	"080810"	"Apples, fresh"
"02080820"	"080820"	"Pears and quinces, fresh"
"020809"	"0809"	"Pitted Fruits"
"02080910"	"080910"	"Apricots, fresh"
"02080920"	"080920"	"Cherries, fresh"
"02080930"	"080930"	"Peaches, nectarines, fresh"
"02080940"	"080940"	"Plums, sloes, fresh"
"020810"	"0810"	"Other Fruits"
"02081010"	"081010"	"Strawberries, fresh"
"02081020"	"081020"	"Raspberry, blackberry, mulberry and loganberry, fresh"
"02081030"	"081030"	"Black, white or red currants and gooseberries, fresh"
"02081040"	"081040"	"Cranberries, bilberries, similar fruits, fresh"
"02081090"	"081090"	"Fruits, fresh nes"
"020811"	"0811"	"Frozen Fruits and Nuts"
"02081110"	"081110"	"Strawberries, (uncooked steamed or boiled), frozen"
"02081120"	"081120"	"Rasp-, mul-berries, etc (uncooked, steam, boil),froze"
"02081190"	"081190"	"Fruits and nuts (uncooked, steamed, boiled) frozen,ne"
"020812"	"0812"	"Preserved Fruits and Nuts"
"02081210"	"081210"	"Cherries provisionally preserved"
"02081220"	"081220"	"Strawberries provisionally preserved"
"02081290"	"081290"	"Fruits and nuts, provisionally preserved nes"
"020813"	"0813"	"Dried Fruits"
"02081310"	"081310"	"Apricots, dried"
"02081320"	"081320"	"Prunes, dried"
"02081330"	"081330"	"Apples, dried"
"02081340"	"081340"	"Fruits, dried nes"
"02081350"	"081350"	"Mixtures of edible nuts, dried and preserved fruits"
"020814"	"0814"	"Citrus and Melon Peels"
"02081400"	"081400"	"Peel of citrus fruit or melons"
"020901"	"0901"	"Coffee"
"02090111"	"090111"	"Coffee, not roasted, not decaffeinated"
"02090112"	"090112"	"Coffee, not roasted, decaffeinated"
"02090121"	"090121"	"Coffee, roasted, not decaffeinated"
"02090122"	"090122"	"Coffee, roasted, decaffeinated"
"02090130"	"090130"	"Coffee husks and skins"
"02090140"	"090140"	"Coffee substitutes containing coffee"
"020902"	"0902"	"Tea"
"02090210"	"090210"	"Tea, green (unfermented) in packages < 3 kg"
"02090220"	"090220"	"Tea, green (unfermented) in packages > 3 kg"
"02090230"	"090230"	"Tea, black (fermented or partly) in packages < 3 kg"
"02090240"	"090240"	"Tea, black (fermented or partly) in packages > 3 kg"
"020903"	"0903"	"Maté"
"02090300"	"090300"	"Mate"
"020904"	"0904"	"Pepper"
"02090411"	"090411"	"Pepper of the genus Piper, whole"
"02090412"	"090412"	"Pepper of the genus Piper, crushed or ground"
"02090420"	"090420"	"Capsicum or Pimenta, dried, crushed or ground"
"020905"	"0905"	"Vanilla"
"02090500"	"090500"	"Vanilla beans"
"020906"	"0906"	"Cinnamon"
"02090610"	"090610"	"Cinnamon and cinnamon-tree flowers whole"
"02090620"	"090620"	"Cinnamon and cinnamon-tree flowers crushed or ground"
"020907"	"0907"	"Cloves"
"02090700"	"090700"	"Cloves (whole fruit, cloves and stems)"
"020908"	"0908"	"Nutmeg"
"02090810"	"090810"	"Nutmeg"
"02090820"	"090820"	"Mace"
"02090830"	"090830"	"Cardamoms"
"020909"	"0909"	"Spice Seeds"
"02090910"	"090910"	"Anise or badian seeds"
"02090920"	"090920"	"Coriander seeds"
"02090930"	"090930"	"Cumin seeds"
"02090940"	"090940"	"Caraway seeds"
"02090950"	"090950"	"Fennel seeds, juniper berries"
"020910"	"0910"	"Spices"
"02091010"	"091010"	"Ginger"
"02091020"	"091020"	"Saffron"
"02091030"	"091030"	"Turmeric (curcuma)"
"02091040"	"091040"	"Thyme and bay leaves"
"02091050"	"091050"	"Curry"
"02091091"	"091091"	"Mixtures of spices"
"02091099"	"091099"	"Spices nes"
"021001"	1001	"Wheat"
"02100110"	100110	"Durum wheat"
"02100190"	100190	"Wheat except durum wheat, and meslin"
"021002"	1002	"Rye"
"02100200"	100200	"Rye"
"021003"	1003	"Barley"
"02100300"	100300	"Barley"
"021004"	1004	"Oats"
"02100400"	100400	"Oats"
"021005"	1005	"Corn"
"02100510"	100510	"Maize (corn) seed"
"02100590"	100590	"Maize except seed corn"
"021006"	1006	"Rice"
"02100610"	100610	"Rice in the husk (paddy or rough)"
"02100620"	100620	"Rice, husked (brown)"
"02100630"	100630	"Rice, semi-milled or wholly milled"
"02100640"	100640	"Rice, broken"
"021007"	1007	"Sorghum"
"02100700"	100700	"Grain sorghum"
"021008"	1008	"Buckwheat"
"02100810"	100810	"Buckwheat"
"02100820"	100820	"Millet"
"02100830"	100830	"Canary seed"
"02100890"	100890	"Cereals unmilled nes"
"021101"	1101	"Wheat Flours"
"02110100"	110100	"Wheat or meslin flour"
"021102"	1102	"Cereal Flours"
"02110210"	110210	"Rye flour"
"02110220"	110220	"Maize (corn) flour"
"02110230"	110230	"Rice flour"
"02110290"	110290	"Cereal flour except wheat, meslin, rye, maize, rice"
"021103"	1103	"Cereal Meal and Pellets"
"02110311"	110311	"Wheat meal"
"02110312"	110312	"Oat groats or meal"
"02110313"	110313	"Maize (corn) groats or meal"
"02110314"	110314	"Rice groats or meal"
"02110319"	110319	"Cereal groats or meal except wheat, maize, rice, oats"
"02110321"	110321	"Wheat pellets"
"02110329"	110329	"Cereal pellets except wheat"
"021104"	1104	"Processed Cereals"
"02110411"	110411	"Barley, rolled or flaked grains"
"02110412"	110412	"Oats, rolled or flaked grains"
"02110419"	110419	"Cereals, rolled or flaked grains nes"
"02110421"	110421	"Barley, hulled, pearled, sliced or kibbled"
"02110422"	110422	"Oats, hulled, pearled, sliced or kibbled"
"02110423"	110423	"Maize (corn), hulled, pearled, sliced or kibbled"
"02110429"	110429	"Cereals, hulled, pearled, sliced or kibbled nes"
"02110430"	110430	"Germ of cereals, whole, rolled, flaked or ground"
"021105"	1105	"Potato Flours"
"02110510"	110510	"Potato flour or meal"
"02110520"	110520	"Potato flakes, granules and pellets"
"021106"	1106	"Legume Flours"
"02110610"	110610	"Flour or meal of dried legumes"
"02110620"	110620	"Flour or meal of sago, starchy roots or tubers"
"02110630"	110630	"Flour, meal, powder of fruit/nut, citrus or melon pee"
"021107"	1107	"Malt"
"02110710"	110710	"Malt, not roasted"
"02110720"	110720	"Malt, roasted"
"021108"	1108	"Starches"
"02110811"	110811	"Wheat, starch"
"02110812"	110812	"Maize (corn) starch"
"02110813"	110813	"Potato starch"
"02110814"	110814	"Manioc (cassava) starch"
"02110819"	110819	"Starches except wheat, maize, potato, manioc"
"02110820"	110820	"Inulin"
"021109"	1109	"Wheat Gluten"
"02110900"	110900	"Wheat gluten"
"021201"	1201	"Soybeans"
"02120100"	120100	"Soya beans"
"021202"	1202	"Ground Nuts"
"02120210"	120210	"Ground-nuts in shell not roasted or cooked"
"02120220"	120220	"Ground-nuts shelled, not roasted or cooked"
"021203"	1203	"Copra"
"02120300"	120300	"Copra"
"021204"	1204	"Linseed"
"02120400"	120400	"Linseed"
"021205"	1205	"Rapeseed"
"02120500"	120500	"Rape or colza seeds"
"021206"	1206	"Sunflower Seeds"
"02120600"	120600	"Sunflower seeds"
"021207"	1207	"Other Oily Seeds"
"02120710"	120710	"Palm nuts and kernels"
"02120720"	120720	"Cotton seeds"
"02120730"	120730	"Castor oil seeds"
"02120740"	120740	"Sesamum seeds"
"02120750"	120750	"Mustard seeds"
"02120760"	120760	"Safflower seeds"
"02120791"	120791	"Poppy seeds"
"02120792"	120792	"Shea nuts (karite nuts)"
"02120799"	120799	"Oil seeds and oleaginous fruits, nes"
"021208"	1208	"Oil Seed Flower"
"02120810"	120810	"Soya bean flour or meal"
