"id"	"hs02"	"name"
"063001"	3001	"Glands and other organs for organo-therapeutic uses, dried"
"06300110"	300110	"Glands & oth. organs, dried, whether or not powdered"
"06300120"	300120	"Extracts of glands/of oth. organs/of their secretions"
"06300190"	300190	"Heparin & its salts; oth. human/animal subs. prepd. for therapeutic/prophyl ..."
"063002"	3002	"Human blood; animal blood prepared for therapeutic uses"
"06300210"	300210	"Antisera & oth. blood fractions & modified immunological prods., whether or ..."
"06300220"	300220	"Vaccines for human medicine"
"06300230"	300230	"Vaccines for veterinary medicine"
"06300290"	300290	"Human blood; animal blood prepd. for therapeutic/prophylactic/diagnostic us ..."
"063003"	3003	"Medicaments (excluding goods of heading 30.02, 30.05 or 30.06)"
"06300310"	300310	"Medicaments cont. penicillins/derivs. thereof with a penicillanic acid stru ..."
"06300320"	300320	"Medicaments consisting of 2/more constituents, cont. oth. antibiotics (excl ..."
"06300331"	300331	"Medicaments cont. insulin, not put up in measured doses/forms/packagings fo ..."
"06300339"	300339	"Medicaments cont. hormones/oth. prods. of 29.37 but not cont. antibiotics ( ..."
"06300340"	300340	"Medicaments cont. alkaloids/derivs. thereof but not cont. hormones/oth. pro ..."
"06300390"	300390	"Medicaments (excl. of 30.02/30.05/30.06) consisting of mixed/unmixed prods. ..."
"063004"	3004	"Medicaments (excluding goods of heading 30.02, 30.05 or 30.06)"
"06300410"	300410	"Medicaments cont. penicillins/derivs. thereof with a penicillanic acid stru ..."
"06300420"	300420	"Medicaments cont. oth. antibiotics (excl. of 3004.10), put up in measured d ..."
"06300431"	300431	"Medicaments cont. insulin, put up in measured doses/forms/packings for RS"
"06300432"	300432	"Medicaments cont. corticosteroid hormones, their derivs. & structural analo ..."
"06300439"	300439	"Medicaments cont. hormones/oth. prods. of 29.37 but not cont. antibiotics,  ..."
"06300440"	300440	"Medicaments cont. alkaloids/derivs. thereof but not cont. hormones/oth. pro ..."
"06300450"	300450	"Medicaments cont. vitamins/oth. prods. of 29.36 (excl. of 3004.10-3004.40), ..."
"06300490"	300490	"Medicaments (excl. of 30.02/30.05/30.06) consisting of mixed/unmixed prods. ..."
"063005"	3005	"Wadding, gauze, bandages and similar articles"
"06300510"	300510	"Adhesive dressings & oth. arts. having an adhesive layer"
"06300590"	300590	"Wadding, gauze, bandages & sim. arts. [see complete text #29]"
"063006"	3006	"Pharmaceutical goods specified in Note 4 to this Chapter."
"06300610"	300610	"Sterile surgical catgut, sim. sterile suture mats. & sterile tissue adhesiv ..."
"06300620"	300620	"Blood-grouping reagents"
"06300630"	300630	"Opacifying preps. for X-ray examinations; diagnostic reagents designed to b ..."
"06300640"	300640	"Dental cements & oth. dental fillings; bone reconstruction cements"
"06300650"	300650	"First-aid boxes & kits"
"06300660"	300660	"Chemical contraceptive preps. based on hormones/oth. prods. of 29.37/spermi ..."
"06300670"	300670	"Gel preps. designed to be used in human/veterinary medicine as a lubricant  ..."
"06300680"	300680	"Waste pharmaceuticals"
10481840	481840	"Sanitary towels & tampons, napkins & napkin liners for babies & sim. sanita ..."
11560110	560110	"Sanitary towels & tampons, napkins & napkin liners for babies & sim. sanita ..."
137017	7017	"Laboratory, hygienic or pharmaceutical glassware"
13701710	701710	"Laboratory/hygienic/pharmaceutical glassware, whether or not graduated/cali ..."
13701720	701720	"Laboratory/hygienic/pharmaceutical glassware,whether or not graduated/calib ..."
13701790	701790	"Laboratory/hygienic/pharmaceutical glassware, whether or not graduated/cali ..."
16841920	841920	"Medical/surgical/laboratory sterilisers, whether or not electrically heated ..."
18900130	900130	"Contact lenses"
18900140	900140	"Spectacle lenses of glass, unmounted"
18900150	900150	"Spectacle lenses of mats. other than glass, unmounted"
189003	9003	"Frames and mountings for spectacles, goggles or the like, and parts thereof ..."
18900311	900311	"Frames & mountings for spectacles/goggles or the like, of plastics"
18900319	900319	"Frames & mountings for spectacles/goggles or the like, of mats. other than  ..."
18900390	900390	"Parts of the frames & mountings for spectacles/goggles or the like of 90.03 ..."
189004	9004	"Spectacles, goggles and the like, corrective, protective or other."
18900490	900490	"Spectacles, goggles and the like, corrective, protective/oth. (excl. sungla ..."
18900630	900630	"Cameras specially designed for underwater use/aerial survey/medical/surgica ..."
189018	9018	"Instruments and appliances used in medical, surgical, dental or veterinary  ..."
18901811	901811	"Electro-cardiographs"
18901812	901812	"Ultrasonic scanning app."
18901813	901813	"Magnetic resonance imaging app."
18901814	901814	"Scintigraphic app."
18901819	901819	"Electro-diagnostic app. used in medical/surgical/dental/veterinary sciences ..."
18901820	901820	"Ultra-violet/infra-red ray app. used in medical/surgical/dental/veterinary  ..."
18901831	901831	"Syringes, with/without needles"
18901832	901832	"Tubular metal needles & needles for sutures"
18901839	901839	"Catheters, cannulae and the like"
18901841	901841	"Dental drill engines, whether or not combined on a single base with oth. de ..."
18901849	901849	"Instruments & appls. used in dental sciences (excl. drills)"
18901850	901850	"Ophthalmic instr. & appls. n.e.s. in 90.18"
18901890	901890	"Instruments & appls. used in medical/surgical/veterinary sciences, incl. ot ..."
189019	9019	"Mechano-therapy appliances; massage apparatus;"
18901910	901910	"Mechano-therapy appls.; massage app.; psychological aptitude-testing app."
18901920	901920	"Ozone therapy/oxygen therapy/aerosol therapy/art. respiration/oth. therapeu ..."
189020	9020	"Other breathing appliances and gas masks, excluding protective masks"
18902000	902000	"Breathing appls. (excl. of 90.19) & gas masks (excl. protective masks havin ..."
189021	9021	"Orthopaedic appliances, including crutches, surgical belts and trusses"
18902110	902110	"Orthopaedic/fracture appls."
18902121	902121	"Artificial teeth"
18902129	902129	"Dental fittings (excl. art. teeth)"
18902131	902131	"Artificial joints"
18902139	902139	"Artificial parts of the body other than teeth, dental fittings & joints"
18902140	902140	"Hearing aids (excl. parts & accessories)"
18902150	902150	"Pacemakers for stimulating heart muscles (excl. parts & accessories)"
18902190	902190	"Appliances which are worn/carried/implanted in the body, to compensate for  ..."
189022	9022	"Apparatus based on the use of X-rays or of alpha, beta or gamma radiations"
18902212	902212	"Computed tomography app."
18902221	902221	"Apparatus based on the use of alpha/beta/gamma radiations, for medical/surg ..."
18902230	902230	"X-ray tubes"
18902290	902290	"X-ray generators (excl. tubes), high tension generators, control panels & d ..."
209402	9402	"Medical, surgical, dental or veterinary furniture"
20940210	940210	"Dentists' chairs; barbers'/sim. chairs having rotating as well as both recl ..."
20940290	940290	"Medical/surgical/veterinary furniture (e.g., op. tables, examination tables ..."
